3
5
0.9696228601469024,0.0,0.0,0.0,0.03037713985309759
0.0,0.0,1.0,0.0,0.0
0.0,0.03498486730715098,0.9477688911362997,0.0,0.017246241556549285
0.0,0.0,0.0,0.22554527636702526,0.7744547236329747
0.03370413004280201,0.0,0.018243577682814958,0.06153679971984945,0.8865154925545335
0.20646642130625448,0.7935335786937455,0.0,0.0,0.0
0.6403921892396469,0.0,0.0,0.0,0.3596078107603531
0.0,0.0,0.23268595143595228,0.3209303195705916,0.44638372899345613
0.0,0.0,0.038999920614135285,0.9610000793858647,0.0
0.0,0.42823522664561703,0.020243923622770624,0.0,0.5515208497316123
0.723802644330449,0.0,0.0,0.0,0.27619735566955095
0.0,0.8540963183097192,0.0,0.0,0.14590368169028084
0.0,0.0,0.9742797700583562,0.0,0.025720229941643812
0.0,0.0,0.0,0.414534023245405,0.585465976754595
0.19543963190690836,0.2704724899971737,0.05443784108671327,0.4796500370092046,0.0
